Time (min),System Pressure (psi),Booster Mode,Pressure Tank Volume (gal),Storage Tank Volume (gal)
1905,49.49999999999999,Off,0.0,4410.0
1908,48.39999999999999,Off,0.0,4380.0
1911,47.29999999999999,Off,0.0,4350.0
1914,46.19999999999999,Off,0.0,4320.0
1917,45.09999999999999,Off,0.0,4290.0
1920,43.999999999999986,Single,0.0,4290.0
1923,45.499999999999986,Single,0.0,4290.0
1926,46.999999999999986,Single,0.0,4290.0
1929,48.499999999999986,Single,0.0,4290.0
1932,49.999999999999986,Single,0.0,4290.0
1935,51.499999999999986,Single,0.0,4290.0
1938,52.999999999999986,Single,0.0,4290.0
1941,54.499999999999986,Single,0.0,4290.0
1944,55.999999999999986,Single,0.0,4290.0
1947,55.0,Off,0.0,4260.0
1950,53.9,Off,0.0,4230.0
1953,52.8,Off,0.0,4200.0
1956,51.699999999999996,Off,0.0,4170.0
1959,50.599999999999994,Off,0.0,4140.0
1962,49.49999999999999,Off,0.0,4110.0
1965,48.39999999999999,Off,0.0,4080.0
1968,47.29999999999999,Off,0.0,4050.0
1971,46.19999999999999,Off,0.0,4020.0
1974,45.09999999999999,Off,0.0,3990.0
1977,43.999999999999986,Single,0.0,3990.0
1980,45.499999999999986,Single,0.0,3990.0
1983,46.999999999999986,Single,0.0,3990.0
1986,48.499999999999986,Single,0.0,3990.0
1989,49.999999999999986,Single,0.0,3990.0
1992,51.499999999999986,Single,0.0,3990.0
1995,52.999999999999986,Single,0.0,3990.0
1998,54.499999999999986,Single,0.0,3990.0
2001,55.999999999999986,Single,0.0,3990.0
2004,55.0,Off,0.0,3960.0
2007,53.9,Off,0.0,3930.0
2010,52.8,Off,0.0,3900.0
2013,51.699999999999996,Off,0.0,3870.0
2016,50.599999999999994,Off,0.0,3840.0
2019,49.49999999999999,Off,0.0,3810.0
2022,48.39999999999999,Off,0.0,3780.0
2025,47.29999999999999,Off,0.0,3750.0
2028,46.19999999999999,Off,0.0,3720.0
2031,45.09999999999999,Off,0.0,3690.0
2034,43.999999999999986,Single,0.0,3690.0
2037,45.499999999999986,Single,0.0,3690.0
2040,46.999999999999986,Single,0.0,3690.0
2043,48.499999999999986,Single,0.0,3690.0
2046,49.999999999999986,Single,0.0,3690.0
2049,51.499999999999986,Single,0.0,3690.0
2052,52.999999999999986,Single,0.0,3690.0
2055,54.499999999999986,Single,0.0,3690.0
2058,55.999999999999986,Single,0.0,3690.0
2061,55.0,Off,0.0,3660.0
2064,53.9,Off,0.0,3630.0
2067,52.8,Off,0.0,3600.0
2070,51.699999999999996,Off,0.0,3570.0
2073,50.599999999999994,Off,0.0,3540.0
2076,49.49999999999999,Off,0.0,3510.0
2079,48.39999999999999,Off,0.0,3480.0
2082,47.29999999999999,Off,0.0,3450.0
2085,46.19999999999999,Off,0.0,3420.0
2088,45.09999999999999,Off,0.0,3390.0
2091,43.999999999999986,Single,0.0,3390.0
2094,45.499999999999986,Single,0.0,3390.0
2097,46.999999999999986,Single,0.0,3390.0
2100,48.499999999999986,Single,0.0,3390.0
2103,49.999999999999986,Single,0.0,3390.0
2106,51.499999999999986,Single,0.0,3390.0
2109,52.999999999999986,Single,0.0,3390.0
2112,54.499999999999986,Single,0.0,3390.0
2115,55.999999999999986,Single,0.0,3390.0
2118,55.0,Off,0.0,3360.0
2121,53.9,Off,0.0,3330.0
2124,52.8,Off,0.0,3300.0
2127,51.699999999999996,Off,0.0,3270.0
2130,50.599999999999994,Off,0.0,3240.0
2133,49.49999999999999,Off,0.0,3210.0
2136,48.39999999999999,Off,0.0,3180.0
2139,47.29999999999999,Off,0.0,3150.0
2142,46.19999999999999,Off,0.0,3120.0
2145,45.09999999999999,Off,0.0,3090.0
2148,43.999999999999986,Single,0.0,3090.0
2151,45.499999999999986,Single,0.0,3090.0
2154,46.999999999999986,Single,0.0,3090.0
2157,48.499999999999986,Single,0.0,3090.0
2160,49.999999999999986,Single,0.0,3090.0
2163,51.499999999999986,Single,0.0,3090.0
2166,52.999999999999986,Single,0.0,3090.0
2169,54.499999999999986,Single,0.0,3090.0
2172,55.999999999999986,Single,0.0,3090.0
2175,55.0,Off,0.0,3060.0
2178,53.9,Off,0.0,3030.0
2181,52.8,Off,0.0,3000.0
2184,51.699999999999996,Off,0.0,2970.0
2187,50.599999999999994,Off,0.0,2940.0
2190,49.49999999999999,Off,0.0,2910.0
2193,48.39999999999999,Off,0.0,2880.0
2196,47.29999999999999,Off,0.0,2850.0
2199,46.19999999999999,Off,0.0,2820.0
2202,45.09999999999999,Off,0.0,2790.0
2205,43.999999999999986,Single,0.0,2790.0
2208,45.499999999999986,Single,0.0,2790.0
2211,46.999999999999986,Single,0.0,2790.0
2214,48.499999999999986,Single,0.0,2790.0
2217,49.999999999999986,Single,0.0,2790.0
2220,51.499999999999986,Single,0.0,2790.0
2223,52.999999999999986,Single,0.0,2790.0
2226,54.499999999999986,Single,0.0,2790.0
2229,55.999999999999986,Single,0.0,2790.0
2232,55.0,Off,0.0,2760.0
2235,53.9,Off,0.0,2730.0
2238,52.8,Off,0.0,2700.0
2241,51.699999999999996,Off,0.0,2670.0
2244,50.599999999999994,Off,0.0,2640.0
2247,49.49999999999999,Off,0.0,2610.0
2250,48.39999999999999,Off,0.0,2580.0
2253,47.29999999999999,Off,0.0,2550.0
2256,46.19999999999999,Off,0.0,2520.0
2259,45.09999999999999,Off,0.0,2490.0
2262,43.999999999999986,Single,0.0,2490.0
2265,45.499999999999986,Single,0.0,2490.0
2268,46.999999999999986,Single,0.0,2490.0
2271,48.499999999999986,Single,0.0,2490.0
2274,49.999999999999986,Single,0.0,2490.0
2277,51.499999999999986,Single,0.0,2490.0
2280,52.999999999999986,Single,0.0,2490.0
2283,54.499999999999986,Single,0.0,2490.0
2286,55.999999999999986,Single,0.0,2490.0
2289,55.0,Off,0.0,2460.0
2292,53.9,Off,0.0,2430.0
2295,52.8,Off,0.0,2400.0
2298,51.699999999999996,Off,0.0,2370.0
2301,50.599999999999994,Off,0.0,2340.0
2304,49.49999999999999,Off,0.0,2310.0
2307,48.39999999999999,Off,0.0,2280.0
2310,47.29999999999999,Off,0.0,2250.0
2313,46.19999999999999,Off,0.0,2220.0
2316,45.09999999999999,Off,0.0,2190.0
2319,43.999999999999986,Single,0.0,2190.0
2322,45.499999999999986,Single,0.0,2190.0
2325,46.999999999999986,Single,0.0,2190.0
2328,48.499999999999986,Single,0.0,2190.0
2331,49.999999999999986,Single,0.0,2190.0
2334,51.499999999999986,Single,0.0,2190.0
2337,52.999999999999986,Single,0.0,2190.0
2340,54.499999999999986,Single,0.0,2190.0
2343,55.999999999999986,Single,0.0,2190.0
2346,55.0,Off,0.0,2160.0
2349,53.9,Off,0.0,2130.0
2352,52.8,Off,0.0,2100.0
2355,51.699999999999996,Off,0.0,2070.0
2358,50.599999999999994,Off,0.0,2040.0
2361,49.49999999999999,Off,0.0,2010.0
2364,48.39999999999999,Off,0.0,1980.0
2367,47.29999999999999,Off,0.0,1950.0
2370,46.19999999999999,Off,0.0,1920.0
2373,45.09999999999999,Off,0.0,1890.0
2376,43.999999999999986,Single,0.0,1890.0
2379,45.499999999999986,Single,0.0,1890.0
2382,46.999999999999986,Single,0.0,1890.0
2385,48.499999999999986,Single,0.0,1890.0
2388,49.999999999999986,Single,0.0,1890.0
2391,51.499999999999986,Single,0.0,1890.0
2394,52.999999999999986,Single,0.0,1890.0
2397,54.499999999999986,Single,0.0,1890.0
2400,55.999999999999986,Single,0.0,1890.0
2403,55.0,Off,0.0,1860.0
2406,53.9,Off,0.0,1830.0
2409,52.8,Off,0.0,1800.0
2412,51.699999999999996,Off,0.0,1770.0
2415,50.599999999999994,Off,0.0,1740.0
2418,49.49999999999999,Off,0.0,1710.0
2421,48.39999999999999,Off,0.0,1680.0
2424,47.29999999999999,Off,0.0,1650.0
2427,46.19999999999999,Off,0.0,1620.0
2430,45.09999999999999,Off,0.0,1590.0
2433,43.999999999999986,Single,0.0,1590.0
2436,45.499999999999986,Single,0.0,1590.0
2439,46.999999999999986,Single,0.0,1590.0
2442,48.499999999999986,Single,0.0,1590.0
2445,49.999999999999986,Single,0.0,1590.0
2448,51.499999999999986,Single,0.0,1590.0
2451,52.999999999999986,Single,0.0,1590.0
2454,54.499999999999986,Single,0.0,1590.0
2457,55.999999999999986,Single,0.0,1590.0
2460,55.0,Off,0.0,1560.0
2463,53.9,Off,0.0,1530.0
2466,52.8,Off,0.0,1500.0
2469,51.699999999999996,Off,0.0,1470.0
2472,50.599999999999994,Off,0.0,1440.0
2475,49.49999999999999,Off,0.0,1410.0
2478,48.39999999999999,Off,0.0,1380.0
2481,47.29999999999999,Off,0.0,1350.0
2484,46.19999999999999,Off,0.0,1320.0
2487,45.09999999999999,Off,0.0,1290.0
2490,43.999999999999986,Single,0.0,1290.0
2493,45.499999999999986,Single,0.0,1290.0
2496,46.999999999999986,Single,0.0,1290.0
2499,48.499999999999986,Single,0.0,1290.0
2502,49.999999999999986,Single,0.0,1290.0
2505,51.499999999999986,Single,0.0,1290.0
2508,52.999999999999986,Single,0.0,1290.0
2511,54.499999999999986,Single,0.0,1290.0
2514,55.999999999999986,Single,0.0,1290.0
2517,55.0,Off,0.0,1260.0
2520,53.9,Off,0.0,1230.0
2523,52.8,Off,0.0,1200.0
2526,51.699999999999996,Off,0.0,1170.0
2529,50.599999999999994,Off,0.0,1140.0
2532,49.49999999999999,Off,0.0,1110.0
2535,48.39999999999999,Off,0.0,1080.0
2538,47.29999999999999,Off,0.0,1050.0
2541,46.19999999999999,Off,0.0,1020.0
2544,45.09999999999999,Off,0.0,990.0
2547,43.999999999999986,Single,0.0,990.0
2550,45.499999999999986,Single,0.0,990.0
2553,46.999999999999986,Single,0.0,990.0
2556,48.499999999999986,Single,0.0,990.0
2559,49.999999999999986,Single,0.0,990.0
2562,51.499999999999986,Single,0.0,990.0
2565,52.999999999999986,Single,0.0,990.0
2568,54.499999999999986,Single,0.0,990.0
2571,55.999999999999986,Single,0.0,990.0
2574,55.0,Off,0.0,960.0
2577,53.9,Off,0.0,930.0
2580,52.8,Off,0.0,900.0
2583,51.699999999999996,Off,0.0,870.0
2586,50.599999999999994,Off,0.0,840.0
2589,49.49999999999999,Off,0.0,810.0
2592,48.39999999999999,Off,0.0,780.0
2595,47.29999999999999,Off,0.0,750.0
2598,46.19999999999999,Off,0.0,720.0
2601,45.09999999999999,Off,0.0,690.0
2604,43.999999999999986,Single,0.0,690.0
2607,45.499999999999986,Single,0.0,690.0
2610,46.999999999999986,Single,0.0,690.0
2613,48.499999999999986,Single,0.0,690.0
2616,49.999999999999986,Single,0.0,690.0
2619,51.499999999999986,Single,0.0,690.0
2622,52.999999999999986,Single,0.0,690.0
2625,54.499999999999986,Single,0.0,690.0
2628,55.999999999999986,Single,0.0,690.0
2631,55.0,Off,0.0,660.0
2634,53.9,Off,0.0,630.0
2637,52.8,Off,0.0,600.0
2640,51.699999999999996,Off,0.0,570.0
2643,50.599999999999994,Off,0.0,540.0
2646,49.49999999999999,Off,0.0,510.0
2649,48.39999999999999,Off,0.0,480.0
2652,47.29999999999999,Off,0.0,450.0
2655,46.19999999999999,Off,0.0,420.0
2658,45.09999999999999,Off,0.0,390.0
2661,43.999999999999986,Single,0.0,390.0
2664,45.499999999999986,Single,0.0,390.0
2667,46.999999999999986,Single,0.0,390.0
2670,48.499999999999986,Single,0.0,390.0
2673,49.999999999999986,Single,0.0,390.0
2676,51.499999999999986,Single,0.0,390.0
2679,52.999999999999986,Single,0.0,390.0
2682,54.499999999999986,Single,0.0,390.0
2685,55.999999999999986,Single,0.0,390.0
2688,55.0,Off,0.0,360.0
2691,53.9,Off,0.0,330.0
2694,52.8,Off,0.0,300.0
2697,51.699999999999996,Off,0.0,270.0
2700,50.599999999999994,Off,0.0,240.0
2703,49.49999999999999,Off,0.0,210.0
2706,48.39999999999999,Off,0.0,180.0
2709,47.29999999999999,Off,0.0,150.0
2712,46.19999999999999,Off,0.0,120.0
2715,45.09999999999999,Off,0.0,90.0
2718,43.999999999999986,Single,0.0,90.0
2721,45.499999999999986,Single,0.0,90.0
2724,46.999999999999986,Single,0.0,90.0
2727,48.499999999999986,Single,0.0,90.0
2730,49.999999999999986,Single,0.0,90.0
2733,51.499999999999986,Single,0.0,90.0
2736,52.999999999999986,Single,0.0,90.0
2739,54.499999999999986,Single,0.0,90.0
2742,55.999999999999986,Single,0.0,90.0
2745,55.0,Off,0.0,60.0
2748,53.9,Off,0.0,30.0
2751,52.8,Off,0.0,0.0
